order_id,product,city,supplier,price,quantity,order_date,delivery_date,warehouse,transport_cost,discount,customer_rating,returned,payment_method,delivery_status,notes
ORD12270,Keyboard,Bangalore,Supplier A,₹8242,9,2023-04-20,01-03-2023,WH2,unknown,10,,no,Cash,,late delivery
ORD12271,Keyboard,Bangalore,,₹28521,2,24/09/2023,12-26-2023,,200,0,4,no,Cash,Cancelled,urgent
ORD12272,Laptop,chen nai,Supplier C,2.052k,7,2023-07-13,10-13-2023,,unknown,,1,,Card,Delivered,urgent
ORD12273,Mobile,Chennai,unknown,₹16400,5,04/01/2023,09-29-2023,WH3,300rs,,1,no,,delivered,late delivery
ORD12274,Laptop,Delhi,Supplier C,20.947k,6,13/12/2023,2023-10-13,WH3,unknown,5,2,No,,delivered,
ORD12275,Keyboard,Bangalore,unknown,26.699k,13,01-14-2023,2023-09-05,WH1,unknown,5,2,no,Card,Pending,
ORD12276,Tablet,banglore,Supplier C,35111 INR,18,01-18-2023,03-25-2023,WH2,100,15,1,yes,card ,delivered,late delivery
ORD12277,Keyboard,Hyderabad,Supplier B,₹17953,3,03-10-2023,10-18-2023,WH1,nan,5,5,no,UPI,Delivered,urgent
ORD12278,Monitor,Bengaluru,Supplier C,₹30394,10,14/09/2023,08/06/2023,WH3,300rs,5,2,No,UPI,delivered,
ORD12279,Mouse,Hyderabad,Supplier B,17.262k,3,2023-06-12,08/08/2023,,100,5,,no,Card,delivered,
ORD12280,Keyboard,Bengaluru,unknown,₹4916,1,12-16-2023,04/11/2023,,300rs,15,1,No,Cash,Pending,
ORD12281,Keyboard,banglore,,10192 INR,6,02/12/2023,28/02/2023,WH3,unknown,0,3,yes,Cash,delivered,urgent
ORD12282,Mouse,banglore,,36691 INR,16,25/11/2023,03/10/2023,WH1,200,ten,1,YES,,Delivered,late delivery
ORD12283,Monitor,Delhi,Supplier C,44196,17,04-13-2023,2023-01-22,WH1,200,10,1,,Card,Cancelled,urgent
ORD12284,Mobile,delhi,Supplier A,₹38313,16,2023-05-27,05-27-2023,WH3,100,0,4,,card ,Cancelled,late delivery
ORD12285,Keyboard,Mumbai,Supplier C,48.197k,10,2023-11-07,2023-02-18,,300rs,ten,2,,card ,delivered,check address
ORD12286,Laptop,Bangalore,Supplier B,₹37693,7,2023-09-16,2023-01-28,WH2,unknown,ten,4,yes,UPI,Cancelled,urgent
ORD12287,Keyboard,Delhi,Supplier B,₹24942,8,04-25-2023,2023-02-12,WH1,100,0,5,yes,UPI,,urgent
ORD12288,Laptop,delhi,unknown,4392 INR,3,05-07-2023,2023-04-13,WH2,unknown,0,1,No,Cash,,check address
ORD12289,Monitor,Mumbai,Supplier C,20001 INR,5,02/02/2023,2023-09-06,,300,,2,yes,Cash,Delivered,
ORD12290,Keyboard,Delhi,unknown,29.696k,19,12-17-2023,2023-08-30,WH3,100,10,2,YES,Card,delivered,check address
ORD12291,Monitor,chen nai,Supplier A,₹23319,7,01/09/2023,27/02/2023,WH1,unknown,10,,No,Cash,Cancelled,check address
ORD12292,Monitor,Mumbai,,38.123k,18,2023-07-26,18/12/2023,WH1,300,,2,YES,Cash,Cancelled,
ORD12293,Mobile,Hyderabad,,19.311k,18,08/06/2023,12-25-2023,,200,ten,1,YES,,Delivered,
ORD12294,Keyboard,Mumbai,Supplier C,₹28120,6,2023-08-20,30/12/2023,WH3,nan,,1,no,Card,,late delivery
ORD12295,Laptop,Hyderabad,unknown,39100 INR,5,02-15-2023,17/06/2023,WH1,200,ten,,,UPI,delivered,late delivery
ORD12296,Laptop,mumbai ,unknown,23642,6,05/06/2023,2023-07-26,,nan,5,3,YES,Card,,check address
ORD12297,Keyboard,Bengaluru,Supplier A,5.547k,6,13/03/2023,2023-03-02,WH1,300rs,,4,,card ,Delivered,check address
ORD12298,Mouse,Hyderabad,unknown,30371,11,10-17-2023,01-05-2023,WH2,nan,15,4,No,Cash,delivered,urgent
ORD12299,Mobile,banglore,Supplier B,40.683k,17,2023-03-03,2023-11-12,WH1,300rs,,1,,UPI,Delivered,late delivery
ORD12300,Mobile,chen nai,Supplier B,21.103k,9,2023-03-11,2023-05-23,,300,5,5,yes,Card,Delivered,
ORD12301,Mobile,Bangalore,Supplier B,₹49617,16,22/05/2023,2023-12-04,WH2,300rs,,,,UPI,Cancelled,urgent
ORD12302,Laptop,mumbai ,Supplier C,12865 INR,10,01-06-2023,2023-08-29,WH1,100,15,2,yes,Cash,,
ORD12303,Monitor,mumbai ,Supplier B,10.743k,15,01/10/2023,22/10/2023,WH1,100,,1,no,UPI,Delivered,check address
ORD12304,Mouse,Chennai,Supplier B,35450,8,18/02/2023,2023-01-31,WH3,unknown,ten,1,no,UPI,Delivered,late delivery
ORD12305,Mobile,Delhi,,17768 INR,14,16/04/2023,2023-12-21,WH3,100,0,1,YES,UPI,delivered,late delivery
ORD12306,Laptop,Delhi,Supplier C,22092 INR,16,2023-09-18,2023-06-11,WH1,200,10,2,yes,card ,delivered,
ORD12307,Laptop,Delhi,Supplier B,₹47497,19,2023-05-25,09/02/2023,WH2,unknown,15,2,yes,,,check address
ORD12308,Monitor,Mumbai,Supplier A,₹36804,3,2023-07-14,26/02/2023,WH3,100,15,,,Card,,
ORD12309,Keyboard,Bangalore,Supplier B,11458 INR,13,2023-11-07,2023-08-14,WH3,300rs,15,1,no,UPI,,late delivery
ORD12310,Keyboard,Bengaluru,Supplier C,24.407k,9,2023-09-13,31/07/2023,WH3,300rs,ten,3,yes,card ,Cancelled,
ORD12311,Mobile,Hyderabad,unknown,5.652k,12,08-07-2023,2023-12-08,,300rs,0,4,No,UPI,Cancelled,
ORD12312,Mobile,hydrabad,,5445 INR,5,2023-06-27,02-04-2023,WH1,100,0,,no,UPI,Delivered,check address
ORD12313,Mouse,Delhi,,17773,19,09-24-2023,2023-12-21,WH2,unknown,10,3,YES,,delivered,
ORD12314,Monitor,mumbai ,Supplier C,48.907k,7,03-11-2023,11-11-2023,WH2,300,5,3,YES,card ,Cancelled,urgent
ORD12315,Mobile,Hyderabad,Supplier B,32.096k,7,06/03/2023,2023-03-10,WH1,300,10,1,no,,Pending,
ORD12316,Monitor,Bangalore,Supplier A,2142,19,14/10/2023,2023-10-19,WH3,200,15,2,yes,card ,,late delivery
ORD12317,Laptop,mumbai ,Supplier B,23.535k,8,04/11/2023,06/02/2023,WH2,300rs,15,4,YES,Card,delivered,late delivery
ORD12318,Mobile,banglore,Supplier B,₹2730,6,12-31-2023,2023-10-25,,300rs,15,3,no,Card,Delivered,urgent
ORD12319,Laptop,Bangalore,Supplier A,21769 INR,3,2023-08-01,2023-11-02,,200,10,5,,,delivered,check address
ORD12320,Tablet,Mumbai,,5.123k,1,09-07-2023,2023-05-10,WH2,300rs,5,2,yes,Card,delivered,check address
ORD12321,Monitor,Delhi,Supplier B,4230 INR,6,07-01-2023,02/08/2023,,nan,5,,no,UPI,Delivered,
ORD12322,Tablet,delhi,unknown,45176 INR,19,2023-09-07,02-27-2023,WH1,unknown,10,2,,Card,Cancelled,
ORD12323,Mobile,chen nai,unknown,19.898k,13,2023-11-05,2023-07-29,,200,ten,4,No,Card,Pending,urgent
ORD12324,Laptop,mumbai ,Supplier C,42067 INR,17,2023-07-31,02-21-2023,,300rs,15,4,YES,Card,Cancelled,late delivery
ORD12325,Mobile,Chennai,Supplier C,46946 INR,18,2023-08-14,29/05/2023,WH2,200,10,4,no,UPI,,
ORD12326,Tablet,Chennai,Supplier A,₹9968,6,2023-04-27,2023-02-12,,nan,10,1,yes,card ,Pending,
ORD12327,Mobile,hydrabad,Supplier A,₹8992,11,2023-08-05,2023-04-25,WH2,nan,,2,,Card,Pending,urgent
ORD12328,Mouse,chen nai,Supplier C,11125,6,2023-07-03,03-06-2023,WH3,unknown,,1,no,Card,Cancelled,
ORD12329,Keyboard,Bengaluru,Supplier B,₹23430,7,2023-01-20,07/02/2023,WH3,100,0,1,no,Cash,Cancelled,urgent
ORD12330,Tablet,Bengaluru,,9.629k,1,27/10/2023,21/03/2023,,300rs,0,1,,Cash,,check address
ORD12331,Mobile,chen nai,unknown,10.226k,8,07/08/2023,06/10/2023,WH3,unknown,10,2,no,card ,,
ORD12332,Laptop,delhi,Supplier A,₹18220,14,12-31-2023,2023-08-10,WH2,nan,,,yes,Card,delivered,urgent
ORD12333,Mobile,Mumbai,Supplier C,5.702k,1,07-08-2023,2023-01-26,WH3,nan,15,5,YES,Card,Delivered,check address
ORD12334,Laptop,Bangalore,unknown,1641,5,2023-10-28,04-16-2023,WH1,unknown,0,3,yes,card ,Cancelled,late delivery
ORD12335,Keyboard,delhi,Supplier A,₹36942,5,2023-02-18,09-08-2023,WH3,nan,15,2,yes,card ,Delivered,urgent
ORD12336,Mobile,Hyderabad,Supplier A,₹19192,14,2023-03-24,23/04/2023,WH3,100,15,2,YES,Cash,Cancelled,late delivery
ORD12337,Keyboard,Delhi,Supplier B,4875 INR,7,2023-06-25,2023-04-23,WH2,300rs,0,4,no,UPI,Pending,
ORD12338,Tablet,Bengaluru,Supplier A,42602,17,19/12/2023,2023-12-20,WH3,200,ten,3,,card ,,late delivery
ORD12339,Laptop,mumbai ,,9894 INR,11,01/05/2023,2023-02-13,,100,10,4,,Cash,Pending,late delivery
ORD12340,Mouse,Bengaluru,Supplier A,3848 INR,7,23/01/2023,2023-02-26,WH1,300rs,,5,No,,Cancelled,urgent
ORD12341,Tablet,Chennai,,₹17077,1,16/06/2023,2023-08-14,WH3,nan,0,,yes,UPI,,check address
ORD12342,Laptop,mumbai ,Supplier B,4.612k,15,28/12/2023,03-16-2023,WH3,100,5,1,YES,Cash,delivered,
ORD12343,Keyboard,Hyderabad,,₹8062,19,02/11/2023,13/08/2023,,300,5,4,,card ,,
ORD12344,Monitor,Hyderabad,unknown,43682,10,04-05-2023,28/07/2023,WH1,300,15,5,YES,,,
ORD12345,Mobile,Delhi,Supplier A,36322 INR,9,29/08/2023,2023-09-24,WH1,nan,5,3,,,Cancelled,check address
ORD12346,Keyboard,banglore,Supplier C,23.704k,13,12-12-2023,2023-01-26,WH3,300rs,15,1,YES,card ,Delivered,
ORD12347,Laptop,Chennai,Supplier C,2462,13,2023-10-27,2023-08-18,WH2,300rs,ten,5,yes,card ,,late delivery
ORD12348,Laptop,chen nai,,40579 INR,6,2023-05-25,2023-01-01,WH1,100,ten,4,No,,Cancelled,late delivery
ORD12349,Laptop,Bengaluru,Supplier B,₹29405,8,02/07/2023,2023-04-18,WH1,300,ten,5,No,UPI,,check address
ORD12350,Laptop,Delhi,,₹12974,12,04-01-2023,2023-03-03,WH2,300rs,ten,5,yes,,Cancelled,check address
ORD12351,Mobile,Delhi,,34.278k,2,25/03/2023,02-01-2023,WH1,100,ten,1,no,card ,Pending,urgent
ORD12352,Tablet,banglore,,35.924k,16,2023-07-11,2023-05-08,WH1,100,,2,no,UPI,Cancelled,check address
ORD12353,Mouse,Hyderabad,unknown,3919,12,2023-10-06,2023-06-24,WH2,300,0,5,YES,Cash,Pending,urgent
ORD12354,Monitor,Chennai,unknown,22575 INR,18,07-02-2023,22/03/2023,WH3,nan,0,1,yes,Card,Pending,
ORD12355,Mobile,mumbai ,,₹7632,3,11-22-2023,12-24-2023,WH2,100,,,yes,Card,Delivered,urgent
ORD12356,Laptop,hydrabad,Supplier B,9924 INR,18,2023-09-22,28/05/2023,,nan,15,,YES,Card,Pending,check address
ORD12357,Mobile,hydrabad,Supplier A,44.91k,11,2023-08-07,05/12/2023,,300,ten,1,YES,Cash,Cancelled,urgent
ORD12358,Keyboard,Chennai,Supplier C,₹45920,5,07-03-2023,2023-07-03,WH3,100,10,3,,Cash,Delivered,
ORD12359,Mouse,Chennai,unknown,35005,13,05-09-2023,11-12-2023,,200,5,3,No,,Delivered,urgent
ORD12360,Laptop,Bengaluru,Supplier A,18.864k,10,2023-09-04,23/03/2023,,300,ten,2,,Cash,Delivered,
ORD12361,Monitor,mumbai ,unknown,11657 INR,15,2023-01-19,27/12/2023,WH1,300,,4,YES,Cash,Pending,check address
ORD12362,Laptop,delhi,unknown,19394 INR,6,04-26-2023,2023-12-13,WH1,200,5,5,YES,card ,Cancelled,late delivery
ORD12363,Mouse,mumbai ,unknown,7897 INR,16,07-27-2023,01/08/2023,WH3,300,10,5,YES,Cash,,
ORD12364,Monitor,Delhi,,39.397k,8,21/08/2023,02-09-2023,,200,15,1,,card ,,late delivery
ORD12365,Mouse,banglore,,24874,3,19/04/2023,03/09/2023,,200,ten,1,No,,Delivered,urgent
ORD12366,Monitor,Chennai,unknown,30873,5,23/10/2023,05-01-2023,WH2,300,5,1,YES,Card,delivered,urgent
ORD12367,Tablet,mumbai ,unknown,20119,15,27/07/2023,2023-03-02,WH1,200,15,,no,UPI,,late delivery
ORD12368,Tablet,Delhi,Supplier C,24670,3,2023-06-04,2023-08-10,WH2,200,ten,3,No,Card,Cancelled,urgent
ORD12369,Mobile,Bangalore,Supplier A,11951,15,2023-12-20,08-19-2023,,300,10,,no,,Delivered,check address
ORD12370,Mobile,Hyderabad,Supplier A,16768 INR,2,28/02/2023,16/07/2023,WH3,200,15,,no,UPI,delivered,urgent
ORD12371,Monitor,banglore,Supplier B,1577,12,04-09-2023,2023-09-16,,nan,10,1,No,Card,Cancelled,check address
ORD12372,Laptop,hydrabad,Supplier B,25.463k,5,2023-09-15,2023-10-18,WH3,300,0,2,no,,delivered,check address
ORD12373,Keyboard,Mumbai,Supplier B,14369,9,2023-06-29,2023-01-27,WH3,300,5,1,yes,,,urgent
ORD12374,Keyboard,hydrabad,,31836,4,09-12-2023,29/07/2023,WH2,nan,5,4,,card ,delivered,check address
ORD12375,Laptop,chen nai,,12688,7,03/07/2023,14/06/2023,,300rs,10,,YES,Cash,Pending,late delivery
ORD12376,Laptop,Delhi,Supplier C,18202 INR,16,02-14-2023,2023-04-11,WH2,unknown,10,1,yes,card ,Pending,
ORD12377,Tablet,Chennai,,8188 INR,13,2023-05-09,05-18-2023,,100,,5,YES,card ,Delivered,
ORD12378,Keyboard,banglore,Supplier B,15135 INR,2,01-17-2023,2023-02-24,WH3,200,10,5,YES,Card,Pending,check address
ORD12379,Monitor,Hyderabad,unknown,35657,2,11-26-2023,09-12-2023,WH1,unknown,10,1,yes,,delivered,
ORD12380,Mouse,mumbai ,Supplier B,1558,9,14/01/2023,2023-10-25,,200,15,5,YES,Cash,Pending,
ORD12381,Mobile,Bangalore,Supplier C,₹47762,15,16/06/2023,04/08/2023,WH3,unknown,15,1,No,,Delivered,
ORD12382,Mouse,Mumbai,unknown,27195 INR,4,05/04/2023,2023-04-17,WH1,100,5,,,UPI,,urgent
ORD12383,Tablet,Hyderabad,,15443,17,2023-05-14,2023-04-08,,200,15,1,YES,Card,Delivered,late delivery
ORD12384,Keyboard,Bangalore,unknown,₹33014,9,27/10/2023,08-30-2023,WH1,unknown,15,,,card ,Delivered,
ORD12385,Laptop,hydrabad,Supplier C,24215 INR,15,01/02/2023,2023-01-03,,200,5,3,no,Cash,delivered,
ORD12386,Keyboard,hydrabad,,₹6949,1,2023-06-24,08/09/2023,,nan,ten,,YES,Cash,delivered,
ORD12387,Monitor,chen nai,Supplier A,41411 INR,2,03-02-2023,02/10/2023,WH1,nan,0,3,no,Cash,Cancelled,
ORD12388,Tablet,banglore,Supplier B,3.902k,9,2023-10-06,2023-06-02,WH2,unknown,,5,,UPI,Pending,
ORD12389,Laptop,delhi,Supplier B,₹14762,11,2023-02-25,2023-03-17,WH1,nan,15,5,yes,card ,,check address
ORD12390,Mouse,Bengaluru,Supplier C,₹21724,19,2023-06-12,2023-11-25,WH1,nan,0,2,,Cash,Cancelled,check address
ORD12391,Monitor,banglore,Supplier C,12.308k,1,2023-07-20,09-11-2023,WH3,300,,,No,,delivered,urgent
ORD12392,Mouse,Mumbai,Supplier B,26.259k,19,01-22-2023,26/07/2023,WH1,200,5,,No,Cash,,
ORD12393,Mobile,delhi,unknown,₹6895,9,2023-08-03,2023-02-05,,100,15,2,,Cash,delivered,late delivery
ORD12394,Tablet,delhi,Supplier A,₹41318,2,02-26-2023,11-21-2023,,200,ten,1,,Cash,Pending,urgent
ORD12395,Monitor,chen nai,Supplier A,23081,5,2023-12-18,01-19-2023,WH1,300,15,2,no,UPI,Delivered,late delivery
ORD12396,Monitor,Bengaluru,Supplier C,37678 INR,17,08-25-2023,2023-02-05,WH3,300,10,4,no,card ,,
ORD12397,Mouse,delhi,Supplier C,45732,1,08-10-2023,11-05-2023,,200,15,3,YES,,,
ORD12398,Laptop,Delhi,unknown,25646,14,2023-07-17,2023-09-02,WH2,unknown,15,,no,Card,Cancelled,late delivery
ORD12399,Mobile,Hyderabad,Supplier C,₹23368,12,2023-10-04,10-13-2023,WH1,200,0,5,yes,Cash,,urgent
ORD12400,Mouse,delhi,Supplier A,₹26838,10,04-13-2023,23/05/2023,WH2,nan,0,2,yes,card ,,late delivery
ORD12401,Monitor,delhi,Supplier B,3155,19,09-12-2023,2023-01-11,WH3,300,15,4,no,UPI,delivered,
ORD12402,Tablet,Hyderabad,Supplier A,30.903k,15,2023-08-23,2023-01-20,WH2,200,ten,2,,,Pending,late delivery
ORD12403,Monitor,mumbai ,unknown,41724 INR,1,2023-09-02,01-01-2023,WH1,100,,5,,card ,Cancelled,urgent
ORD12404,Keyboard,chen nai,Supplier B,₹30393,1,2023-01-10,21/12/2023,WH2,100,5,2,yes,Cash,delivered,urgent
ORD12405,Tablet,delhi,Supplier B,₹47509,11,2023-06-05,2023-10-23,,nan,ten,3,,card ,Cancelled,
ORD12406,Tablet,delhi,Supplier A,43.331k,11,2023-09-04,15/09/2023,WH2,nan,0,,No,UPI,Cancelled,late delivery
ORD12407,Monitor,Bengaluru,Supplier B,49234 INR,5,2023-08-31,2023-11-19,WH3,200,ten,2,,Card,Pending,
ORD12408,Laptop,Bangalore,Supplier B,19299,3,2023-11-29,2023-06-06,WH3,100,ten,4,yes,UPI,Pending,
ORD12409,Tablet,mumbai ,Supplier C,32.247k,11,2023-06-13,2023-10-11,WH3,unknown,,,YES,Card,Delivered,check address
ORD12410,Keyboard,Chennai,Supplier B,31101,4,2023-12-24,14/07/2023,,300,ten,2,no,Cash,delivered,
ORD12411,Mouse,mumbai ,unknown,15213,6,2023-09-03,24/04/2023,WH3,300rs,15,5,no,,Pending,urgent
ORD12412,Laptop,Hyderabad,Supplier B,5351,18,21/04/2023,26/01/2023,,100,10,2,YES,UPI,Cancelled,late delivery
ORD12413,Laptop,Bengaluru,Supplier C,₹41236,7,06/05/2023,2023-07-02,WH3,300,0,4,No,,Cancelled,late delivery
ORD12414,Laptop,chen nai,,14241,4,2023-09-02,2023-07-08,WH3,100,ten,2,No,UPI,Cancelled,
ORD12415,Tablet,banglore,,24.451k,14,2023-06-29,12/07/2023,WH3,200,0,1,YES,,delivered,urgent
ORD12416,Laptop,Bengaluru,unknown,23179,8,08-17-2023,2023-03-17,,300rs,10,5,,Card,,urgent
ORD12417,Monitor,Mumbai,unknown,27123,11,05-11-2023,2023-11-11,WH3,300rs,15,1,yes,card ,Delivered,late delivery
ORD12418,Laptop,Hyderabad,Supplier B,48.665k,14,2023-09-05,09-23-2023,,200,0,,No,card ,Cancelled,late delivery
ORD12419,Keyboard,Bangalore,Supplier B,₹5455,3,2023-10-25,06-15-2023,,200,15,1,No,Card,Delivered,urgent
ORD12420,Mobile,hydrabad,,41.459k,11,2023-02-09,2023-01-01,,nan,,,YES,Card,,check address
ORD12421,Keyboard,Mumbai,,18597,4,2023-11-21,05-07-2023,WH2,300,0,,YES,Cash,Delivered,
ORD12422,Tablet,Mumbai,Supplier A,44.1k,9,2023-06-28,2023-04-06,WH3,unknown,15,5,No,UPI,delivered,urgent
ORD12423,Laptop,chen nai,,47.209k,5,09-21-2023,07-08-2023,,300,,5,,,delivered,
ORD12424,Laptop,Chennai,,₹10052,13,2023-06-13,2023-07-03,WH2,nan,ten,4,no,Card,Cancelled,urgent
ORD12425,Monitor,banglore,unknown,42.949k,4,2023-09-02,12-18-2023,WH1,300,0,4,no,,Delivered,late delivery
ORD12426,Mouse,delhi,Supplier A,46.539k,7,2023-04-17,17/09/2023,,300rs,5,4,no,UPI,Pending,urgent
ORD12427,Laptop,Delhi,Supplier A,36691,2,12/07/2023,2023-08-24,,100,15,1,no,,,urgent
ORD12428,Keyboard,delhi,Supplier B,18.816k,19,2023-02-28,01/08/2023,WH3,300rs,,,No,card ,delivered,
ORD12429,Tablet,hydrabad,Supplier B,1.34k,7,2023-03-28,06-24-2023,,nan,ten,2,No,Cash,delivered,late delivery
ORD12430,Mobile,Mumbai,Supplier A,44337,9,2023-10-15,2023-03-13,WH1,300,5,3,no,UPI,,late delivery
ORD12431,Laptop,mumbai ,Supplier A,15.206k,19,2023-04-12,05-28-2023,,300,15,2,no,UPI,Pending,check address
ORD12432,Mobile,Delhi,Supplier B,32518,2,05-03-2023,2023-01-29,,100,0,3,,Cash,Pending,check address
ORD12433,Laptop,chen nai,unknown,2198 INR,16,2023-10-26,2023-07-28,WH3,unknown,ten,3,,UPI,Cancelled,urgent
ORD12434,Tablet,banglore,unknown,38064,6,07-28-2023,11-04-2023,,100,15,3,,Cash,,late delivery
ORD12435,Mouse,hydrabad,unknown,49744 INR,19,2023-08-15,2023-12-02,WH1,100,,3,yes,Card,Pending,
ORD12436,Keyboard,chen nai,unknown,14030 INR,18,2023-02-02,25/10/2023,WH2,300rs,0,5,,Card,Pending,
ORD12437,Tablet,Hyderabad,Supplier B,₹21577,17,07-14-2023,11/01/2023,WH3,nan,0,4,,,delivered,urgent
ORD12438,Mobile,Bangalore,Supplier C,49230 INR,11,2023-03-25,2023-08-15,WH2,nan,ten,5,No,card ,Delivered,check address
ORD12439,Laptop,Mumbai,,31.248k,4,04/03/2023,05-19-2023,WH1,nan,0,1,no,card ,,
ORD12440,Mobile,mumbai ,,₹16510,8,07-15-2023,2023-04-11,,300rs,10,5,,UPI,,
ORD12441,Keyboard,chen nai,,43251,18,07-20-2023,09-09-2023,WH2,200,,4,,UPI,delivered,
ORD12442,Tablet,Delhi,,₹5934,13,2023-06-17,08/07/2023,WH3,300,5,2,,,Cancelled,late delivery
ORD12443,Mobile,Mumbai,Supplier B,₹25927,8,2023-01-29,2023-03-15,WH2,300rs,0,4,No,card ,delivered,
ORD12444,Mobile,banglore,Supplier C,26877,10,2023-05-18,11-22-2023,,nan,,2,yes,Card,Cancelled,
ORD12445,Keyboard,mumbai ,Supplier B,12831,18,2023-07-14,07/12/2023,WH2,300rs,10,1,YES,Card,Delivered,urgent
ORD12446,Laptop,Chennai,Supplier C,₹20471,18,2023-05-13,2023-10-07,WH1,300rs,10,3,no,Cash,delivered,late delivery
ORD12447,Mobile,Chennai,Supplier B,39841,17,08/06/2023,2023-03-13,,unknown,ten,,No,Card,,
ORD12448,Keyboard,Delhi,Supplier A,17.839k,16,2023-06-27,2023-08-17,,200,0,5,No,card ,Pending,late delivery
ORD12449,Laptop,hydrabad,Supplier C,₹6853,6,06-28-2023,2023-05-25,,unknown,,,No,Cash,Delivered,urgent
ORD12450,Mouse,Bangalore,,37018 INR,14,2023-04-24,12-31-2023,WH1,100,10,3,,UPI,delivered,late delivery
ORD12451,Laptop,Chennai,Supplier C,₹1257,5,03-19-2023,10-07-2023,WH3,unknown,0,1,No,,,urgent
ORD12452,Mouse,Mumbai,unknown,27685 INR,15,07/12/2023,2023-08-08,WH1,unknown,ten,1,YES,card ,,urgent
ORD12453,Tablet,banglore,Supplier C,31172 INR,13,22/12/2023,2023-10-24,,nan,15,2,No,Card,,urgent
ORD12454,Keyboard,Bangalore,unknown,₹30671,16,2023-08-30,2023-05-02,,300rs,15,2,yes,Cash,Pending,urgent
ORD12455,Laptop,delhi,unknown,5730 INR,16,2023-10-04,2023-09-10,WH2,100,15,,no,Card,,urgent
ORD12456,Mouse,banglore,Supplier A,₹12305,17,2023-10-31,2023-03-11,WH1,300,5,1,,UPI,Pending,
ORD12457,Mouse,Mumbai,Supplier C,₹33116,5,2023-07-15,21/11/2023,WH3,300,,4,no,Card,delivered,check address
ORD12458,Tablet,Mumbai,Supplier A,39.186k,11,08-19-2023,2023-04-17,,300,ten,3,no,Card,Cancelled,check address
ORD12459,Monitor,Hyderabad,,38939 INR,15,30/09/2023,04-24-2023,WH1,300rs,15,5,No,,Delivered,check address
ORD12460,Keyboard,Bangalore,Supplier C,24443,3,2023-03-27,2023-03-24,,300rs,10,1,No,Card,Delivered,
ORD12461,Monitor,banglore,Supplier B,23.839k,8,09-21-2023,2023-02-01,WH3,200,5,5,,,delivered,urgent
ORD12462,Laptop,Bangalore,Supplier B,₹11818,3,24/11/2023,2023-10-23,WH3,nan,15,1,,Cash,delivered,check address
ORD12463,Keyboard,Delhi,Supplier B,₹7202,4,11-10-2023,2023-08-21,WH2,100,0,2,no,UPI,,check address
ORD12464,Tablet,Bengaluru,unknown,48407,14,2023-05-13,2023-04-22,WH2,unknown,10,2,,,,
ORD12465,Laptop,Bangalore,Supplier B,39946,6,07/03/2023,2023-05-26,WH2,300,5,1,No,Card,delivered,late delivery
ORD12466,Keyboard,Chennai,,18031 INR,4,2023-12-18,04-28-2023,WH3,100,5,5,YES,Cash,Delivered,check address
ORD12467,Keyboard,Mumbai,Supplier C,14298,12,2023-07-23,2023-05-04,WH1,200,10,3,No,,delivered,urgent
ORD12468,Monitor,Hyderabad,Supplier C,₹35379,2,2023-09-07,24/01/2023,WH1,300,15,1,no,,,check address
ORD12469,Laptop,delhi,unknown,30164 INR,18,12-28-2023,2023-07-27,WH3,100,ten,1,No,Cash,delivered,late delivery
ORD12470,Tablet,Hyderabad,unknown,30.162k,14,2023-03-12,22/05/2023,WH3,nan,ten,4,yes,UPI,,late delivery
ORD12471,Tablet,banglore,unknown,₹47676,8,2023-04-16,2023-11-03,WH1,nan,0,1,YES,Cash,Delivered,check address
ORD12472,Laptop,Delhi,,₹31842,8,24/07/2023,09-13-2023,,200,0,,YES,UPI,Cancelled,urgent
ORD12473,Laptop,Delhi,Supplier C,₹30797,12,05-28-2023,2023-08-25,WH1,100,ten,2,No,UPI,Delivered,
ORD12474,Mouse,delhi,Supplier A,31.49k,1,23/10/2023,25/03/2023,WH3,200,ten,4,,Card,Pending,
ORD12475,Mobile,Bangalore,unknown,22.366k,1,2023-01-16,07-18-2023,WH1,200,0,4,no,,,urgent
ORD12476,Monitor,Bangalore,Supplier B,37354,4,2023-01-16,2023-10-03,WH1,200,5,2,,Cash,delivered,urgent
ORD12477,Laptop,banglore,Supplier A,₹28960,17,2023-06-04,2023-08-29,WH3,300rs,15,2,No,UPI,delivered,late delivery
ORD12478,Laptop,hydrabad,Supplier A,25057,10,07-27-2023,2023-01-30,,nan,ten,,no,Cash,,
ORD12479,Mobile,banglore,unknown,7.08k,1,2023-06-27,03-21-2023,WH3,300rs,ten,2,YES,,Pending,
ORD12480,Mobile,mumbai ,Supplier B,13781,11,24/08/2023,2023-06-03,WH2,unknown,10,5,no,Cash,,late delivery
ORD12481,Keyboard,Bangalore,unknown,47.739k,17,20/06/2023,08-10-2023,WH2,300rs,,,yes,card ,delivered,
ORD12482,Tablet,hydrabad,unknown,32942 INR,10,08-02-2023,2023-09-06,WH1,nan,0,4,No,Cash,Cancelled,
ORD12483,Monitor,banglore,Supplier B,₹18016,6,05-24-2023,07/04/2023,WH3,200,10,3,No,UPI,Pending,urgent
ORD12484,Keyboard,Delhi,Supplier A,₹25232,4,2023-10-25,03-12-2023,,100,ten,3,,Card,delivered,late delivery
ORD12485,Laptop,Bengaluru,Supplier A,₹1329,13,12-29-2023,2023-08-13,WH1,200,ten,,yes,card ,Delivered,urgent
ORD12486,Mobile,Mumbai,Supplier B,31595,11,2023-07-31,2023-01-03,WH3,200,10,5,,Card,Pending,
